Provincias;Edad (grupos quinquenales);Espanoles/Extranjeros;Sexo;Ano;Total
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2002;186.199
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2001;187.269
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2000;188.025
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;1999;188.397
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;1998;188.695
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2022;6.750.336
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2021;6.751.251
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2020;6.779.888
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2019;6.663.394
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2018;6.578.079
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2017;6.507.184
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2016;6.466.996
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2015;6.436.996
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2014;6.454.440
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2013;6.495.551
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2012;6.498.560
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2011;6.489.680
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2010;6.458.684
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2009;6.386.932
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2008;6.271.638
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2007;6.081.689
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2006;6.008.183
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2005;5.964.143
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2004;5.804.829
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2003;5.718.942
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2002;5.527.152
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2001;5.372.433
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2000;5.205.408
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;1999;5.145.325
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;1998;5.091.336
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2022;3.520.182
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2021;3.521.551
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2020;3.536.095
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2019;3.476.082
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2018;3.430.207
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2017;3.391.662
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2016;3.368.365
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2015;3.349.974
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2014;3.354.799
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2013;3.371.827
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2012;3.368.319
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2011;3.356.836
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2010;3.334.246
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2009;3.292.058
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2008;3.230.980
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2007;3.137.911
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2006;3.099.529
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2005;3.076.425
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2004;2.999.867
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2003;2.958.065
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2002;2.863.745
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2001;2.787.654
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2000;2.704.123
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;1999;2.673.227
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;1998;2.646.417
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;2022;1.717.504
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;2021;1.695.651
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.685.920
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;2019;1.661.785
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;2018;1.641.121
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;2017;1.630.615
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;2016;1.629.298
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;2015;1.628.973
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;2014;1.621.968
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;2013;1.652.999
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;2012;1.641.098
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;2011;1.625.827
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;2010;1.609.557
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;2009;1.593.068
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;2008;1.563.261
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;2007;1.517.523
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;2006;1.491.287
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;2005;1.453.409
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;2004;1.397.925
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;2003;1.374.890
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;2002;1.330.010
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;2001;1.302.240
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;2000;1.278.851
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;1999;1.258.084
29 M�laga;TOTAL EDADES;TOTAL;Ambos sexos;1998;1.240.580
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;2022;877.016
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;2021;865.675
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;2020;860.470
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;2019;847.436
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;2018;836.263
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;2017;830.064
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;2016;828.668
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;2015;828.206
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;2014;824.329
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;2013;839.121
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;2012;832.571
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;2011;824.701
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;2010;815.982
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;2009;806.675
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;2008;790.249
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;2007;766.841
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;2006;753.779
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;2005;735.837
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;2004;709.683
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;2003;699.090
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;2002;678.836
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;2001;665.966
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;2000;655.244
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;1999;645.170
29 M�laga;TOTAL EDADES;TOTAL;Mujeres;1998;634.653
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2022;1.531.878
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2021;1.518.486
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.511.251
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2019;1.493.898
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2018;1.478.509
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2017;1.470.273
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2016;1.464.847
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2015;1.467.288
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2014;1.466.818
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2013;1.472.049
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2012;1.474.449
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2011;1.470.069
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2010;1.461.979
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2009;1.446.520
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2008;1.426.109
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2007;1.392.117
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2006;1.370.306
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2005;1.335.792
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2004;1.294.694
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2003;1.269.230
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2002;1.226.993
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2001;1.190.378
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2000;1.149.328
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;1999;1.131.128
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;1998;1.115.068
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2022;764.470
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2021;758.124
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2020;754.552
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2019;746.283
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2018;738.366
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2017;734.035
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2016;731.292
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2015;731.854
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2014;730.929
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2013;732.207
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2012;731.722
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2011;728.488
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2010;723.352
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2009;714.911
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2008;703.110
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2007;685.791
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2006;673.279
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2005;658.743
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2004;642.637
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2003;629.435
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2002;610.757
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2001;594.621
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2000;579.203
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;1999;571.240
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;1998;563.725
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2022;664.117
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2021;661.537
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2020;661.197
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2019;654.214
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2018;647.554
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2017;643.234
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2016;640.647
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2015;640.476
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2014;640.790
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2013;644.477
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2012;644.566
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2011;642.051
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2010;636.924
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2009;630.578
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2008;620.377
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2007;605.876
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2006;601.874
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2005;593.472
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2004;584.734
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2003;578.210
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2002;569.628
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2001;556.263
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2000;543.757
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;1999;538.009
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;1998;530.819
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2022;335.497
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2021;334.072
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2020;333.971
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2019;330.583
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2018;327.085
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2017;324.563
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2016;322.807
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2015;322.591
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2014;322.304
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2013;323.544
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2012;323.113
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2011;321.395
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2010;318.501
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2009;315.092
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2008;310.095
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2007;303.546
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2006;300.957
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2005;296.885
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2004;292.675
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2003;289.219
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2002;285.008
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2001;279.145
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2000;273.931
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;1999;271.298
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;1998;268.132
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2022;304.280
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2021;305.223
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2020;306.650
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2019;307.651
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2018;309.293
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2017;311.680
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2016;314.853
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2015;318.391
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2014;322.293
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2013;326.724
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2012;330.257
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2011;333.257
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2010;335.219
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2009;335.642
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2008;336.099
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2007;336.926
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2006;338.671
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2005;339.555
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2004;340.258
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2003;342.213
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2002;343.768
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2001;344.623
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2000;345.241
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;1999;345.620
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;1998;344.170
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2022;158.208
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2021;158.728
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2020;159.572
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2019;160.129
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2018;160.867
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2017;161.991
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2016;163.627
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2015;165.348
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2014;167.203
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2013;169.299
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2012;171.082
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2011;172.687
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2010;173.873
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2009;174.188
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2008;174.251
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2007;174.900
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2006;175.886
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2005;176.543
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2004;176.959
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2003;178.042
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2002;178.801
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2001;179.328
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2000;179.769
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;1999;179.776
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;1998;178.961
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2022;158.008
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2021;159.123
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2020;160.321
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2019;160.980
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2018;162.035
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2017;163.390
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2016;164.644
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2015;166.035
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2014;167.609
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2013;168.955
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2012;170.713
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2011;171.668
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2010;172.510
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2009;173.306
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2008;173.454
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2007;173.281
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2006;173.153
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2005;173.471
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2004;173.990
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2003;175.047
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2002;176.125
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2001;177.345
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2000;178.316
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;1999;179.465
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;1998;179.623
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2022;79.739
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2021;80.282
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2020;80.864
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2019;81.172
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2018;81.712
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2017;82.447
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2016;83.035
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2015;83.803
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2014;84.612
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2013;85.259
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2012;86.083
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2011;86.550
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2010;86.967
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2009;87.356
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2008;87.602
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2007;87.776
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2006;87.839
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2005;87.903
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2004;88.161
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2003;88.608
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2002;89.132
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2001;89.821
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2000;90.311
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;1999;90.748
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;1998;90.731
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2022;1.129.395
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2021;1.128.539
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.131.065
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2019;1.120.406
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2018;1.109.175
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2017;1.100.480
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2016;1.097.800
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2015;1.098.406
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2014;1.100.027
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2013;1.103.850
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2012;1.100.813
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2011;1.096.980
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2010;1.090.605
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2009;1.083.502
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2008;1.070.032
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2007;1.042.131
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2006;1.024.186
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2005;1.011.928
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2004;987.128
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2003;979.606
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2002;951.037
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2001;924.558
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2000;897.595
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;1999;872.669
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;1998;849.863
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2022;568.431
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2021;567.258
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2020;568.371
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2019;562.632
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2018;556.620
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2017;551.764
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2016;549.872
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2015;549.557
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2014;549.861
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2013;550.840
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2012;548.628
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2011;545.739
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2010;541.906
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2009;537.512
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2008;529.927
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2007;515.782
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2006;506.522
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2005;499.941
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2004;488.263
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2003;484.363
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2002;470.617
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2001;458.024
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2000;446.225
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;1999;434.723
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;1998;424.603
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2022;943.015
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2021;944.275
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2020;945.408
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2019;942.665
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2018;941.772
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2017;942.731
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2016;944.346
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2015;947.374
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2014;950.919
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2013;955.050
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2012;958.428
